id,diretoria,pai_setor,setor,nome_setor,categoria_hub,subcategoria_geo,nat,tipo,situacao_2024,centro_custo,cod_ua,endereco,bairro,cep,telefones,emails,latitude,longitude,street_view,como_chegar,flag_geo,regra_classificacao,observacao,global_id
163,DTE,DTE,TCP,Coordenadoria de Planejamento e Projetos,Engenharia,Convênio SMS,OP,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",67000000,48865.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-3782,jose.julio@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DTE ou termo técnico/engenharia,,{08B2552F-515A-418B-987C-0A1C5FC3848B}
164,DTE,TCP,TGL,Gerência de Monitoramento Operacional e Logística,Tecnologia,Convênio SMS,OP,GERÊNCIA,"Unid. Adm., Unid. Oper., Conv. SMS",67001000,45843.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7302,aline.villa@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Termos de tecnologia/sistemas/informática,,{1C4A6D48-D528-43A7-9B95-39382CD03184}
165,DTE,TGL,TGL02,Gerência de Transporte e Logística - COR - Major Ávila,Tecnologia,Convênio SMS,,VIRTUAL,"Unid. Adm., Unid. Oper., Conv. SMS",67001002,45843.0,"Rua Major Ávila, 358, Anexo",Tijuca,20540-903,,aline.villa@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Termos de tecnologia/sistemas/informática,"Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{3C4CB946-923A-49EC-801A-33B69A62ECAC}
166,DTE,TCP,TGE,"Gerência de Especificações, Editais, Orçamentação de Veículos e Equipamentos",Financeiro,Convênio SMS,OP,GERÊNCIA,"Unid. Adm., Unid. Oper., Conv. SMS",67002000,48887.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7318 / 2214-7302,lucia.alves@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DAF ou termos financeiros/contratuais,,{A8407FEE-F597-4B79-B4BB-A8DBCA0DD941}
167,DJU,PRE,DJU,Diretoria Jurídica,Jurídico,Convênio SMS,ADM,DIRETORIA,"Unid. Adm., Unid. Oper., Conv. SMS",70000000,52388.0,"Rua Major Ávila, 358",Tijuca,20540-903,,cassius.anrios@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DJU ou termo jurídico,,{1A8548E6-F6FF-42B8-A70F-E9092548D5EF}
168,DJU,DJU,JGT,Gerência Trabalhista,Jurídico,Convênio SMS,ADM,GERÊNCIA,"Unid. Adm., Unid. Oper., Conv. SMS",70010000,14827.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-3878,maria.serzedello@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DJU ou termo jurídico,,{6907ED4E-41B6-4459-85DF-AF0B9D253066}
169,DJU,DJU,JGC,Gerência Cível,Jurídico,Convênio SMS,ADM,GERÊNCIA,"Unid. Adm., Unid. Oper., Conv. SMS",70020000,14828.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7350,sildma.campos@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DJU ou termo jurídico,,{88C4287C-D25D-4F98-A212-FB6D275B9D8D}
170,DJU,DJU,JGL,Gerência Administrativa e de Contratos,Jurídico,Convênio SMS,ADM,GERÊNCIA,"Unid. Adm., Unid. Oper., Conv. SMS",70030000,14901.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7348/ 2214-7344,gabriela.carvalho@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DJU ou termo jurídico,,{63112836-DCD0-4FF4-B935-27FDFFD87E6D}
171,DJU,DJU,JCA,Coordenadoria Jurídica de Assuntos Institucionais,Jurídico,Convênio SMS,ADM,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",70040000,52387.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7364   /   2214-7342,priscila.ferraro@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DJU ou termo jurídico,,{80FE633D-0B2F-4AB1-B56F-B842E05E65BB}
172,COM,COM,COM,Órgão Externo,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80000000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{1F04E529-EAF8-4E93-901A-4924757480A3}
173,COM,COM,COM02,Gabinete do Prefeito da PCRJ,Presidência,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80020000,4100.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria PRE ou termo de governança/presidência,,{CECFDB41-3239-4A7E-828A-1E38C9AB26E5}
174,COM,COM,COM03,Secretaria Municipal de Fazenda – SMF,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80030000,1400.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{86E5FC89-46AC-4B25-ABF5-1A962ABE0D04}
175,COM,COM,COM04,Secretaria Municipal de Coordenação Governamental - SMCG,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80040000,4500.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{95D9A10C-E5A7-49B0-B182-E93D23470B44}
176,COM,COM,COM07,Secretaria Municipal da Casa Civil - CASA CIVIL,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80070000,1100.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{356B8A4D-90CC-459C-B3F9-14DD5E91EF13}
177,COM,COM,COM08,Câmara Municipal do Rio de Janeiro,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80080000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{7CD56B8D-08C2-4808-AAEB-9D30F5C855D6}
178,COM,COM,COM10,Tribunal Regional Eleitoral,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80100000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{04662647-5D3F-4873-BD61-6042B412DF65}
179,COM,COM,COM11,Secretaria Especial do Envelhecimento Saudável e Qualidade de Vida – SEMESQV,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80110000,2800.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{00907D7A-0B19-4BFA-98A2-0A75B3E2E623}
180,COM,COM,COM12,Secretaria Municipal de Proteção e Defesa dos Animais - SMPDA,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80120000,3800.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{3087450E-1A24-4521-B4E8-6A0FBEBD6AF6}
181,COM,COM,COM13,Prefeitura Municipal de Queimados,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80130000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{36ABC609-FF15-4867-B59D-CF51A2B9466D}
182,COM,COM,COM15,Assembléia Legislativa do Estado do Rio de Janeiro,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80150000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{11A9673D-AC54-48C3-BD7C-ABED993B7AD3}
183,COM,COM,COM16,Secretaria Municipal de Assistência Social – SMAS,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80160000,1700.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{C466230A-1B4F-447D-ACBD-0FF8ED8007B0}
184,COM,COM,COM20,Secretaria Municipal de Saúde – SMS,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80200000,1800.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{EE52D92C-53A0-49C7-A675-4333766A0076}
185,COM,COM,COM21,Tribunal de Contas do Municipio do Rio de Janeiro - TCMRJ,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80210000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{507CA64B-7068-44ED-9F18-40F127FC8CA9}
186,COM,COM,COM22,Secretaria Municipal de Transportes – SMTR,Manutenção,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80220000,2900.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Termos de frota, manutenção, oficina ou logística",,{D844B3E3-E528-48A8-A7A2-8677620C73D6}
187,COM,COM,COM23,Empresa Municipal de Informática - IPLANRIO,Tecnologia,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80230000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Termos de tecnologia/sistemas/informática,,{32FBC594-6273-4669-B98D-632A3898D7FE}
188,COM,COM,COM24,Secretaria Especial de Integração Metropolitana - SEIM,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80240000,5000.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{2A63EF7C-DF74-47C1-B02C-84CAFBB32599}
189,COM,COM,COM25,Secretaria Municipal de Habitação - SMH,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80250000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{9FF2B8D3-9950-4081-83C2-2E8902E5B511}
190,COM,COM,COM34,Secretaria Municipal de Conservação e Serviços Públicos – SECONSERVA,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80340000,4300.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{A8E45A76-5947-456B-96FA-B740F62A853B}
191,COM,COM,COM35,Secretaria Municipal de Infraestrutura – SMI,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80350000,1500.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{16AC3387-9029-4819-809E-4471D3F252E6}
192,COM,COM,COM37,Centro de Medicina Veterinária Jorge Vaitsman – CJV,Gestão de Pessoas,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80370000,43765.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{42B2F585-D1A2-4C31-B8D9-47981CCFD56A}
193,COM,COM,COM45,Coordenadoria Especial de Comunicação Institucional,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80450000,1007.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{E62B3F7B-38E7-4971-9418-E4B28F75AF73}
194,COM,COM,COM53,Instituto de Previdência e Assistência do Município do Rio de Janeiro - PREVI-RIO,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80530000,1431.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{BD4DFA36-5702-459A-B4C7-D4C6DC28F5BA}
195,COM,COM,COM62,Companhia Municipal de Energia e Iluminação - RIOLUZ,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80620000,1552.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{5AEE5D4D-10DA-484D-ADD1-FBF8B9C14883}
196,COM,COM,COM63,Procuradoria Geral do Municipio do Rio de Janeiro - PGM,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80630000,2200.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{087FA3CF-B7B7-41B5-8D36-71B13A939F59}
197,COM,COM,COM64,Fundação Jardim Zoológico da Cidade do Rio de Janeiro - RIOZOO,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80640000,1041.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{92EA16B8-DBDB-41BD-8D1E-686713C9B674}
198,COM,COM,COM67,Tribunal de Contas do Estado do Rio de Janeiro - TCERJ,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80670000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{370EF1EE-220A-43A4-9DC8-E8ACC6B1C378}
199,COM,COM,COM77,Secretaria Municipal de Trabalho e Renda – SMTE,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80770000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{9A8E0AB5-BDBE-4062-B2FF-562166576344}
200,COM,COM,COM78,Fundação Parques e Jardins - FPJ,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80780000,2441.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{446A6E65-E61A-40E7-9E21-8B6698320A74}
201,COM,COM,COM79,Controladoria Geral do Municipio do Rio de Janeiro – CGMRJ,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80790000,1200.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{63E3DF15-6E62-4692-8CE2-23792835944D}
202,COM,COM,COM86,"Secretaria Municipal de Ciência, Tecnologia e Inovação – SMCT",Tecnologia,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80860000,4000.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Termos de tecnologia/sistemas/informática,,{3CA35E8E-978C-4C45-918A-B60F3BE39042}
203,COM,COM,COM89,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento - SMDU,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80890000,2300.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{98D590A3-FF68-4BAD-8046-4BDEA3F11EA1}
204,COM,COM,COM91,Instituto Municipal de Urbanismo Pereira Passos – IPP,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80910000,2331.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{50AD7D16-3CCC-420E-A798-E13729B9EB24}
205,COM,COM,COM92,Secretaria Municipal de Desenvolvimento Econômico - SMDE,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80920000,5200.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{2987A043-8BF5-4AFC-94A8-31EA66E762D8}
206,COM,COM,COM93,Prefeitura Municipal de Miguel Pereira,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80930000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{DA3F6767-0AE2-45F8-AA12-6C0BC8C9C1A6}
207,COM,COM,COM96,Secretaria Municipal de Ordem Pública - SEOP,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80960000,3900.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{22933F01-B702-472D-B0E2-6CDA97CBB9AE}
208,COM,COM,COM99,Secretaria Municipal de Cultura - SMC,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",80990000,3000.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{FE1AC6E4-FF24-43E5-8E15-185D1480E587}
209,COML,COM,COML01,Gabinete do Prefeito da PCRJ,Presidência,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",81010000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria PRE ou termo de governança/presidência,,{37968596-C7F2-4103-8E44-99DADA7F17EC}
210,COML,COM,COML02,Secretaria Municipal da Casa Civil - CASA CIVIL,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",81020000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{14B5D6F6-D07B-4A6D-8B31-24B9059DF058}
211,COML,COM,COML04,Secretaria Municipal de Coordenação Governamental - SMCG,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",81040000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{8BCB8A78-3B89-4E16-8974-35844B206F7A}
212,COML,COM,COML09,Gabinete do Vice-Prefeito,Presidência,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",81090000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria PRE ou termo de governança/presidência,,{9929EDB3-5ACE-4865-B041-EE79652B5EFB}
213,COML,COM,COML10,Empresa Municipal de Artes Gráficas - S.A - Imprensa da Cidade,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",81100000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{F52060FE-B9E8-4DA6-BB56-52CDBD3E6673}
214,COML,COM,COML16,Secretaria Municipal de Assistência Social – SMAS,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",81170000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{4D287060-F8A0-476B-B80A-A656481C4422}
215,COML,COM,COML26,Secretaria Municipal de Desenvolvimento Econômico - SMDE,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",81260000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{544633A7-62FC-44CA-8719-F16A131D51B3}
